OBJECTID,STATE_ABBR,STATE_FIPS,COUNTY_FIPS,STCOFIPS,TRACT_FIPS,FIPS,POPULATION,POP_SQMI,SQMI,POPULATION_2020,POP20_SQMI,incidents_total,opioid_incidents,naloxone_opioid_total,naloxone_opioid_rate,hospital_total,hospital_rate,hospital_opioid,hospital_meth,hospital_benzo,hospital_cocaine,hospital_alcohol,opioid_total,meth_total,benzo_total,cocaine_total,alcohol_total,hospital_rate_opioid,hospital_rate_meth,hospital_rate_benzo,hospital_rate_cocaine,hospital_rate_alcohol,Opioid,Methamphetamine,Benzodiazepine,Cocaine,Alcohol,MDMA,Synthetic_Marijuana,Crack,LSD,polysub_incidents,polysub_rate,mean_substances,F2020_od,F2021_od,F2022_od,F2023_od,F2024_od,F2025_od,unique_substances_present,Opioid_2025,Meth_2025,Benzo_2025,Cocaine_2025,Alcohol_2025,SynthMJ_2025,PCP_2025,Opioid_2425,Meth_2425,Cocaine_2425,Alcohol_2425,Benzo_2425,SynthMJ_2425,PCP_2425,Stimulant_2425,population_1,ruca_code,ruca_category,spatial_lambda,pop_ok,rate_total_per1k,eb_rate_total_per1k,rate_2020_per1k,eb_rate_2020_per1k,rate_2021_per1k,eb_rate_2021_per1k,rate_2022_per1k,eb_rate_2022_per1k,rate_2023_per1k,eb_rate_2023_per1k,rate_2024_per1k,eb_rate_2024_per1k,rate_2025_per1k,eb_rate_2025_per1k,spatial_rate_per1k,spatial_rate_2020_per1k,spatial_rate_2021_per1k,spatial_rate_2022_per1k,spatial_rate_2023_per1k,spatial_rate_2024_per1k,spatial_rate_2025_per1k,incidents_2425,polysub_incidents_2425,opioid_incidents_2425,naloxone_opioid_total_2425,naloxone_opioid_rate_2425,z_rate,z_incidents,z_polysub,z_opioid,burden_tier,burden_num,burden_high,stimulant_total_2425,signal_total_2425,alpha_op,beta_op,alpha_st,beta_st,p_opioid_dom,p_stimulant_dom,dominance_confidence,dominance_direction,ecosystem_type,ecosystem_num,past_mean,recent_mean,trend_ratio,trend_flag,trend_num,network_ready,naloxone_gap,expected_opioid_ods_annual,expected_opioid_ods_rate_100k,burden_weight,kits_need_min_floor,kits_need_median_base,est_kits_needed_annual_median,kits_need_high_base,est_kits_needed_annual_high,Incidents_Substances_0,Incidents_Substances_1,Incidents_Substances_2,Incidents_Substances_3,Incidents_Substances_4,Incidents_Substances_5,Sum2425_Opioid,Sum2425_Meth,Sum2425_Benzo,Sum2425_Alcohol,Sum2425_Cocaine,Sum2425_SynthCan,Sum2425_PCP,Sum2425_Unknown,Sum2425_Other,SpikeEvents_2021,SpikeEvents_2022,SpikeEvents_2023,SpikeEvents_2024,SpikeEvents_2025,yoy_change_2021_per1k,yoy_pct_change_2021,yoy_change_2022_per1k,yoy_pct_change_2022,yoy_change_2023_per1k,yoy_pct_change_2023,yoy_change_2024_per1k,yoy_pct_change_2024,yoy_change_2025_per1k,yoy_pct_change_2025,cagr_2020_2025,Opioid_2021,Opioid_2023,Opioid_2024,Opioid_2020,Opioid_2022,Methamphetamine_2021,Methamphetamine_2023,Methamphetamine_2024,Methamphetamine_2020,Methamphetamine_2022,Benzodiazepine_2021,Benzodiazepine_2023,Benzodiazepine_2024,Benzodiazepine_2020,Benzodiazepine_2022,Cocaine_2021,Cocaine_2023,Cocaine_2024,Cocaine_2020,Cocaine_2022,Alcohol_2021,Alcohol_2023,Alcohol_2024,Alcohol_2020,Alcohol_2022,MDMA_2021,MDMA_2023,MDMA_2024,MDMA_2020,MDMA_2022,Synthetic_Marijuana_2021,Synthetic_Marijuana_2023,Synthetic_Marijuana_2024,Synthetic_Marijuana_2020,Synthetic_Marijuana_2022,Crack_2021,Crack_2023,Crack_2024,Crack_2020,Crack_2022,LSD_2021,LSD_2023,LSD_2024,LSD_2020,LSD_2022,PCP_2021,PCP_2023,PCP_2024,PCP_2020,PCP_2022,Methamphetamine_2025,Benzodiazepine_2025,Synthetic_Marijuana_2025,MDMA_2025,Crack_2025,LSD_2025,Sum2425_MDMA,Sum2425_Crack,Sum2425_LSD,cagr_raw_Opioid_2020_2025,cagr_raw_incidents_2020_2025,Infographic_Link
242,KS,20,091,20091,053105,20091053105,3566,5168.10000000,0.69000000,3306,4791.30000000,57,14,6,42.85714286,22,38.59649123,3,1,2,0,2,14,3,5,2,6,21.42857143,33.33333333,40.00000000,0,33.33333333,14,3,5,2,6,0,2,0,0,4,7.01754386,0.56140351,7,11,,15,7,13,6,3,2,2,1,1,0,0,5,3,2,3,2,0,0,5,3477,1,Urban,0.60000000,TRUE,2.73224044,2.78143253,2.01322980,2.08425050,3.16364682,3.20644958,,,4.31406385,4.32161385,2.01322980,2.07874571,3.73885533,3.74462837,2.82029752,2.27577042,2.78520728,,4.03480843,2.57634974,3.39065360,20,4,5,1,20.00000000,-0.28868947,-0.15900837,0.07997132,-0.12885990,Low Burden,1,0,5,10,5.50000000,5.50000000,5.50000000,5.50000000,0.50000000,0.50000000,50.00000000,Balanced,Mixed,3,7.50000000,10.00000000,1.33333333,Increasing,4,1,1,2.45000000,70.46304285,1.15000848,8.69250000,35.21948800,36,50.78195930,51,9,7,4,0,0,0,5,3,2,3,2,0,0,9,0,0,,1,1,1,0.50943686,22.38524842,-0.92769497,,2.17729611,117.21570240,-1.45845869,-36.14691295,0.81430386,31.60688359,8.30063297,3,4,2,1,,0,0,1,0,,0,1,0,0,,0,0,1,0,,2,1,2,0,,0,0,0,0,,0,1,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2,2,0,0,0,0,0,0,0,24.57309396,13.17983656,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/9497d7d72b8f4086acdb9a3fce8f5fdf.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
243,KS,20,091,20091,053414,20091053414,5596,4952.20000000,1.13000000,4907,4342.50000000,44,9,2,22.22222222,30,68.18181818,7,2,6,0,4,9,4,6,0,5,77.77777778,50.00000000,100.00000000,0,80.00000000,9,4,6,0,5,0,1,0,0,5,11.36363636,0.56818182,,14,,8,12,5,5,3,1,2,0,1,0,0,6,3,0,3,3,0,0,3,5316,1,Urban,0.60000000,TRUE,1.37948332,1.44430127,,,2.63355907,2.67421786,,,1.50489089,1.56179758,2.25733634,2.29531256,0.94055681,0.99120251,1.44299705,,2.17484234,,1.65255487,1.88362152,1.12321359,17,5,6,0,0.00000000,-0.60318351,-0.24364350,0.26399373,-0.03624532,Low Burden,1,0,3,9,6.50000000,3.50000000,3.50000000,6.50000000,0.84100037,0.15899963,84.10003700,Opioid,Opioid Domint,4,9.00000000,8.50000000,0.94444444,Stable,3,1,1,2.55000000,47.96839729,0.94885085,13.29000000,44.42835434,45,64.05995687,65,7,5,5,0,0,0,6,3,3,3,0,0,0,7,0,0,,1,0,0,1.57717570,263.88886310,-0.97849577,,0.45620830,38.13345623,0.23106666,13.98238947,-0.76040794,-40.36946528,,1,1,3,,,1,0,2,,,2,0,1,,,0,0,0,,,1,0,2,,,0,0,0,,,0,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,2,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/f2f1635428244bdeab98cab21e643f6f.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
244,KS,20,091,20091,053506,20091053506,3784,3746.50000000,1.01000000,3790,3752.50000000,52,10,6,60.00000000,42,80.76923077,9,0,3,0,5,10,1,5,0,5,90.00000000,0.00000000,60.00000000,0,100.00000000,10,1,5,0,5,0,4,0,0,2,3.84615385,0.48076923,11,10,10,12,6,,5,,,,,,,,1,1,0,2,2,0,0,1,3858,1,Urban,0.60000000,TRUE,2.24641438,2.30671736,2.85121825,2.88308437,2.59201659,2.64887192,2.59201659,2.63903317,3.11041991,3.14768396,1.55520995,1.62823055,,,2.44929980,2.89427760,2.97052685,2.62758819,2.98286836,1.74068843,,9,1,1,0,0.00000000,-0.37340343,-0.46933717,-0.47209591,-0.49931820,Low Burden,1,0,1,2,1.50000000,1.50000000,1.50000000,1.50000000,0.50000000,0.50000000,50.00000000,Balanced,Diffuse Ecosystem,2,10.00000000,4.50000000,0.45000000,Decreasing,2,0,0,0.85000000,22.03214101,0.64305585,9.64500000,21.85185073,22,31.50755043,32,4,4,1,0,0,0,1,1,2,2,0,0,0,4,0,2,1,3,1,,0.07624926,2.63448316,-0.34293866,-11.54470844,0.35528018,13.52115141,-1.24217993,-41.64380661,-0.29692618,,,3,1,1,0,5,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/921019b1235c4d738f9c92e547a4ce8e.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
245,KS,20,091,20091,052307,20091052307,3584,2159.00000000,1.66000000,3860,2325.30000000,48,14,9,64.28571429,40,83.33333333,10,3,1,1,2,14,4,1,2,2,71.42857143,75.00000000,100.00000000,50,100.00000000,14,4,1,2,2,0,1,0,0,4,8.33333333,0.50000000,6,20,7,5,6,,6,,,,,,,,2,2,1,2,0,0,0,3,3678,1,Urban,0.60000000,TRUE,2.17509516,2.24067950,1.63132137,1.71408331,5.43773790,5.40267678,1.90320826,1.97608005,1.35943448,1.44486704,1.63132137,1.70540451,,,2.31983107,1.86975117,4.13136211,2.17623788,1.79670997,2.26687894,,10,2,2,1,50.00000000,-0.40296643,-0.44112546,-0.28807350,-0.40670362,Low Burden,1,0,3,5,2.50000000,3.50000000,3.50000000,2.50000000,0.33023473,0.66976527,66.97652700,Stimulant,Diffuse Ecosystem,2,13.50000000,5.00000000,0.37037037,Decreasing,2,1,0,1.40000000,38.06416531,0.84523700,9.19500000,27.38214910,28,39.48152742,40,5,3,2,0,0,0,2,2,0,2,1,0,0,5,0,0,0,2,2,,2.26161094,120.95785690,-1.95512423,-47.32396183,-0.37952791,-17.43963346,0.47016897,26.16832844,-0.62958345,,,5,3,1,3,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/98b28fd443364105924eb7f056307d64.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
246,KS,20,091,20091,980003,20091980003,5,1.40000000,3.63000000,1,0.30000000,14,0,0,0.00000000,12,85.71428571,0,0,1,0,2,0,0,1,0,3,0.00000000,0.00000000,100.00000000,0,66.66666667,0,0,1,0,3,0,1,0,0,0,0.00000000,0.35714286,,,,6,,0,3,0,0,0,0,0,0,0,,,,,,,,,0,10,Isolated Rural,0.80000000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suppressed,,,,,,,,,,,,Balanced,Suppressed,,,,,Decreasing,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,1,,,,,0,,,,,1,,,,,0,,,,,1,,,,,0,,,,,0,,,,,0,,,,0,0,0,0,0,0,,,,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/3a116fe45d434ba9ac81ff54626942d1.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
247,KS,20,091,20091,050100,20091050100,4413,4369.30000000,1.01000000,4389,4345.50000000,91,16,7,43.75000000,76,83.51648352,13,14,9,2,14,16,16,9,2,15,81.25000000,87.50000000,100.00000000,100,93.33333333,16,16,9,2,15,0,2,1,0,14,15.38461538,0.67032967,10,21,13,25,13,9,7,3,2,1,0,4,0,0,6,5,0,9,5,0,0,5,4388,1,Urban,0.60000000,TRUE,3.45639623,3.47486658,2.27894257,2.32664387,4.78577940,4.77449808,2.96262534,2.99340958,5.69735643,5.67252100,2.96262534,2.98969519,2.05104831,2.08975025,3.34926224,2.60265477,4.32248194,3.10223665,4.63071496,2.95652009,2.47367597,22,8,6,1,16.66666667,-0.16790518,-0.10258495,0.81606096,-0.03624532,Low Burden,1,0,5,11,6.50000000,5.50000000,5.50000000,6.50000000,0.61758634,0.38241366,61.75863400,Opioid,Mixed,3,17.00000000,11.00000000,0.64705882,Decreasing,2,1,1,2.90000000,66.08933455,1.11374568,10.97000000,43.04571828,44,62.06637399,63,8,6,5,3,0,0,6,5,5,9,0,0,0,8,0,0,2,0,1,1,1.71982717,66.07972734,-1.22024529,-28.23019975,1.52847831,49.27020343,-1.67419488,-36.15413365,-0.48284412,-16.33150135,-1.01138470,1,5,3,1,3,1,10,3,0,0,1,3,4,0,0,1,1,0,0,0,0,4,5,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,24.57309396,-2.08516376,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/2ca4fd81b98b48e7a8a228a86a9864d0.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
248,KS,20,091,20091,053425,20091053425,3198,932.40000000,3.43000000,3207,935.00000000,20,3,2,66.66666667,15,75.00000000,2,0,0,0,3,3,0,0,0,3,66.66666667,0.00000000,0.00000000,0,100.00000000,3,0,0,0,3,0,1,0,0,0,0.00000000,0.35000000,,,,,,5,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2679,1,Urban,0.60000000,TRUE,1.24424537,1.37616577,,,,,,,,,,,1.86636805,1.93498648,1.20377615,,,,,,1.51082748,8,0,0,0,0.00000000,-0.65780743,-0.49754888,-0.65611832,-0.59193277,Low Burden,1,0,0,0,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,50.00000000,Balanced,Low Activity,1,3.50000000,4.00000000,1.14285714,Stable,3,0,0,0.15000000,5.59910414,0.60000000,6.69750000,14.15797920,15,20.41398000,21,6,2,0,0,0,0,0,0,0,2,0,0,0,6,0,,,,,1,0.50920145,,-0.18081232,,-0.00970649,,0.02570981,,0.33268167,28.23773306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/ee075347451d464f972c3e0b2ba2acc8.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
249,KS,20,091,20091,053403,20091053403,3992,3952.50000000,1.01000000,3998,3958.40000000,31,5,3,60.00000000,24,77.41935484,4,0,3,0,3,5,0,3,0,5,80.00000000,0.00000000,100.00000000,0,60.00000000,5,0,3,0,5,0,0,0,0,1,3.22580645,0.41935484,5,6,,6,,8,3,1,0,0,0,1,0,0,2,0,0,3,1,0,0,0,3948,1,Urban,0.60000000,TRUE,1.30867950,1.39749576,1.26646403,1.35758268,1.51975684,1.60864153,,,1.51975684,1.59552674,,,2.02634245,2.06981461,1.73501471,1.74895084,2.08052656,,1.89376862,,1.86340020,12,1,2,1,50.00000000,-0.53650393,-0.38470204,-0.47209591,-0.40670362,Low Burden,1,0,0,2,2.50000000,0.50000000,0.50000000,2.50000000,0.92441318,0.07558682,92.44131800,Opioid,Opioid Domint,4,4.00000000,6.00000000,1.50000000,Emerging,1,0,0,0.95000000,24.06281662,0.67203760,9.87000000,23.36942492,24,33.69569669,34,7,4,1,0,0,0,2,0,1,3,0,0,0,7,0,2,,1,,0,0.33157572,18.95854996,-0.65678190,,0.47002397,33.01322067,-0.52753772,,0.49716930,36.38984455,1.27580579,1,1,,0,,0,0,,0,,0,1,,0,,0,0,,0,,1,0,,1,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,,9.85605433,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/dd830072879a4886b4847d194ce561d4.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
250,KS,20,091,20091,052411,20091052411,3084,3179.40000000,0.97000000,3087,3182.50000000,7,3,1,33.33333333,6,85.71428571,2,0,0,0,0,3,0,0,0,0,66.66666667,0.00000000,0.00000000,0,0.00000000,3,0,0,0,0,0,0,0,0,0,0.00000000,0.42857143,,,0,0,,,1,,,,,,,,,,,,,,,,2900,1,Urban,0.60000000,TRUE,0.40229885,0.56066092,,,,,0.00000000,0.17364106,0.00000000,0.15294671,,,,,1.29565682,,,0.96926984,0.97801723,,,,,,,,,,,,Low Burden,,,,,,,,,,,,Balanced,Low Activity,,,,,Stable,,,,,,,,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,-0.04440228,,-0.49840285,-33.95871946,0.00874739,0.90247226,0.55747005,,-0.28254759,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,,,,,,,,,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/b6e8be0751e241558f3fe7ceb003123d.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
251,KS,20,091,20091,053202,20091053202,4076,3845.30000000,1.06000000,3942,3718.90000000,46,15,7,46.66666667,28,60.86956522,11,1,2,0,1,15,1,4,0,2,73.33333333,100.00000000,50.00000000,0,50.00000000,15,1,4,0,2,0,1,0,0,1,2.17391304,0.50000000,8,9,9,5,7,8,5,4,0,1,0,1,0,0,6,0,0,2,3,0,0,0,3619,1,Urban,0.60000000,TRUE,2.11844893,2.18702650,2.21055540,2.27078848,2.48687483,2.55090863,2.48687483,2.54055239,1.38159713,1.46778847,1.93423598,1.99979206,2.21055540,2.25338940,2.36272404,2.16164661,2.20492149,2.86337318,1.98260969,2.49181207,2.44935378,15,0,6,1,16.66666667,-0.39317221,-0.30006691,-0.65611832,-0.03624532,Low Burden,1,0,0,6,6.50000000,0.50000000,0.50000000,6.50000000,0.99680227,0.00319773,99.68022700,Opioid,Opioid Domint,4,9.00000000,7.50000000,0.83333333,Stable,3,0,1,2.85000000,78.75103620,1.21576177,9.04750000,38.75380701,39,55.87799148,56,4,11,0,0,0,0,6,0,3,2,0,0,0,4,0,0,0,0,1,0,0.04327487,2.00194031,0.65845170,29.86281819,-0.88076349,-30.75964737,0.50920238,25.68344048,-0.04245829,-1.70391226,2.53056822,3,4,2,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.95079108,0.00000000,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/d308348e93984bf788bce420a40a883a.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
252,KS,20,091,20091,053101,20091053101,4186,2790.70000000,1.50000000,4163,2775.30000000,52,5,3,60.00000000,34,65.38461538,5,1,2,0,7,5,1,2,0,9,100.00000000,100.00000000,100.00000000,0,77.77777778,5,1,2,0,9,0,3,0,0,2,3.84615385,0.38461538,7,9,6,12,8,10,5,3,0,2,0,3,0,0,3,0,0,6,2,1,0,0,4421,1,Urban,0.60000000,TRUE,1.96034080,2.02134162,1.58335218,1.65430393,2.03573852,2.10102683,1.35715901,1.43381230,2.71431803,2.75571185,1.80954535,1.86680887,2.26193169,2.29612067,2.27962989,2.09239805,2.23743563,2.01178854,2.97052195,2.07855317,2.26379257,18,2,3,1,33.33333333,-0.41214601,-0.21543179,-0.28807350,-0.31408905,Low Burden,1,0,0,3,3.50000000,0.50000000,0.50000000,3.50000000,0.96685450,0.03314550,96.68545000,Opioid,Opioid Domint,4,7.50000000,9.00000000,1.20000000,Stable,3,0,0,1.30000000,29.40511197,0.74290240,11.05250000,28.92874439,29,41.71151837,42,8,8,2,0,0,0,3,0,2,6,0,1,0,8,0,0,2,2,1,0,0.14503758,6.93164399,-0.22564710,-10.08507651,0.95873341,47.65577457,-0.89196878,-30.02734178,0.18523939,8.91193914,1.58707702,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,7.39409238,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/83cba3ed91374b7abf2e87582bca418b.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
253,KS,20,091,20091,980100,20091980100,0,0.00000000,0.48000000,0,0.00000000,16,6,2,33.33333333,10,62.50000000,4,2,1,1,2,6,3,1,1,2,66.66666667,66.66666667,100.00000000,100,100.00000000,6,3,1,1,2,0,0,0,0,4,25.00000000,0.81250000,0,,,,5,,5,,,,,,,,4,2,1,2,1,0,0,3,0,1,Urban,0.60000000,FALSE,,,,,,,,,,,,,,,,,,,,,,7,4,4,1,25.00000000,,-0.52576059,0.07997132,-0.22147447,Suppressed,0,0,3,7,4.50000000,3.50000000,3.50000000,4.50000000,0.64551309,0.35448691,64.55130900,Opioid,Suppressed,0,3.00000000,3.50000000,1.16666667,Stable,3,1,0,1.70000000,,,,,,,,1,2,4,0,0,0,4,2,1,2,1,0,0,1,0,,,,0,,,,,,,,,,,,,,,4,0,,,,2,0,,,,0,0,,,,0,0,,,,2,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/96b10f6ffa4c400ba6b99a4044f418bb.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
254,KS,20,091,20091,050700,20091050700,4936,3602.90000000,1.37000000,4821,3519.00000000,21,4,3,75.00000000,14,66.66666667,2,2,2,0,4,4,2,4,0,6,50.00000000,100.00000000,50.00000000,0,66.66666667,4,2,4,0,6,0,1,0,1,6,28.57142857,0.85714286,,6,,,,,6,,,,,,,,,,,,,,,,4538,1,Urban,0.60000000,TRUE,0.77126487,0.86379670,,,1.32216836,1.40516796,,,,,,,,,1.33520444,,1.67733200,,,,,,,,,,,,,,Low Burden,,,,,,,,,,,,Opioid,Low Activity,,,,,Decreasing,,,,,,,,,,,,1,0,3,0,0,0,,,,,,,,,,,,,,,0.58343197,53.33503470,-0.28051723,,0.25169103,,-0.57626223,,0.01387074,,,1,,,,,0,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/03d7ef9d99ba404aa4ff257343ece826.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
255,KS,20,091,20091,053804,20091053804,4778,181.70000000,26.29000000,4504,171.30000000,23,3,1,33.33333333,10,43.47826087,2,0,1,0,3,3,0,1,0,4,66.66666667,0.00000000,100.00000000,0,75.00000000,3,0,1,0,4,0,1,0,0,2,8.69565217,0.39130435,,,5,,,7,4,1,0,1,0,3,0,0,1,0,0,4,1,0,0,0,5437,1,Urban,0.60000000,TRUE,0.70504568,0.78417796,,,,,0.91962479,0.99255943,,,,,1.28747471,1.33133234,1.02753347,,,1.20750851,,,1.38303409,10,2,1,0,0.00000000,-0.69805084,-0.44112546,-0.28807350,-0.49931820,Low Burden,1,0,0,1,1.50000000,0.50000000,0.50000000,1.50000000,0.81830989,0.18169011,81.83098900,Opioid,Low Activity,1,4.50000000,5.00000000,1.11111111,Emerging,1,1,0,0.50000000,9.19624793,0.60000000,13.59250000,28.73345760,29,41.42994000,42,6,2,2,0,0,0,1,0,1,4,0,0,0,6,0,,0,,,1,0.36918417,,0.14653717,13.81160509,-0.37741911,,0.12825187,,0.42469282,44.31540562,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/c7b16a4c5c9c4053ae9e61f3350fc835.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
256,KS,20,091,20091,052907,20091052907,4732,4079.30000000,1.16000000,4545,3918.10000000,92,13,9,69.23076923,72,78.26086957,13,9,4,2,9,13,10,5,2,10,100.00000000,90.00000000,80.00000000,100,90.00000000,13,10,5,2,10,0,2,0,0,6,6.52173913,0.45652174,19,10,21,15,8,19,6,1,6,2,1,4,0,0,6,6,1,6,3,0,0,7,4399,1,Urban,0.60000000,TRUE,3.48564068,3.50322812,4.31916345,4.29721093,2.27324392,2.33221169,4.77381223,4.75227079,3.40986588,3.43598656,1.81859514,1.87589777,4.31916345,4.31205411,3.12054891,3.72640078,2.61212524,3.98915816,3.10465403,1.94270680,3.32822230,27,4,6,3,50.00000000,-0.22012979,0.03847359,0.07997132,-0.03624532,Low Burden,1,0,7,13,6.50000000,7.50000000,7.50000000,6.50000000,0.39145877,0.60854123,60.85412300,Stimulant,Mixed,3,15.50000000,13.50000000,0.87096774,Stable,3,1,0,2.75000000,62.51420777,1.08320264,10.99750000,41.97019418,42,60.51560695,61,10,13,3,1,0,0,6,6,3,6,1,0,0,10,0,1,4,2,0,0,-1.11427554,-29.90219273,1.37703293,52.71695656,-0.88450413,-22.17270140,-1.16194723,-37.42598102,1.38551550,71.31881644,-2.23474149,0,4,5,0,3,0,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,,0.00000000,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/755eb6bcd7d645be9de16cd26b46339f.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
