OBJECTID,STATE_ABBR,STATE_FIPS,COUNTY_FIPS,STCOFIPS,TRACT_FIPS,FIPS,POPULATION,POP_SQMI,SQMI,POPULATION_2020,POP20_SQMI,incidents_total,opioid_incidents,naloxone_opioid_total,naloxone_opioid_rate,hospital_total,hospital_rate,hospital_opioid,hospital_meth,hospital_benzo,hospital_cocaine,hospital_alcohol,opioid_total,meth_total,benzo_total,cocaine_total,alcohol_total,hospital_rate_opioid,hospital_rate_meth,hospital_rate_benzo,hospital_rate_cocaine,hospital_rate_alcohol,Opioid,Methamphetamine,Benzodiazepine,Cocaine,Alcohol,MDMA,Synthetic_Marijuana,Crack,LSD,polysub_incidents,polysub_rate,mean_substances,F2020_od,F2021_od,F2022_od,F2023_od,F2024_od,F2025_od,unique_substances_present,Opioid_2025,Meth_2025,Benzo_2025,Cocaine_2025,Alcohol_2025,SynthMJ_2025,PCP_2025,Opioid_2425,Meth_2425,Cocaine_2425,Alcohol_2425,Benzo_2425,SynthMJ_2425,PCP_2425,Stimulant_2425,population_1,ruca_code,ruca_category,spatial_lambda,pop_ok,rate_total_per1k,eb_rate_total_per1k,rate_2020_per1k,eb_rate_2020_per1k,rate_2021_per1k,eb_rate_2021_per1k,rate_2022_per1k,eb_rate_2022_per1k,rate_2023_per1k,eb_rate_2023_per1k,rate_2024_per1k,eb_rate_2024_per1k,rate_2025_per1k,eb_rate_2025_per1k,spatial_rate_per1k,spatial_rate_2020_per1k,spatial_rate_2021_per1k,spatial_rate_2022_per1k,spatial_rate_2023_per1k,spatial_rate_2024_per1k,spatial_rate_2025_per1k,incidents_2425,polysub_incidents_2425,opioid_incidents_2425,naloxone_opioid_total_2425,naloxone_opioid_rate_2425,z_rate,z_incidents,z_polysub,z_opioid,burden_tier,burden_num,burden_high,stimulant_total_2425,signal_total_2425,alpha_op,beta_op,alpha_st,beta_st,p_opioid_dom,p_stimulant_dom,dominance_confidence,dominance_direction,ecosystem_type,ecosystem_num,past_mean,recent_mean,trend_ratio,trend_flag,trend_num,network_ready,naloxone_gap,expected_opioid_ods_annual,expected_opioid_ods_rate_100k,burden_weight,kits_need_min_floor,kits_need_median_base,est_kits_needed_annual_median,kits_need_high_base,est_kits_needed_annual_high,Incidents_Substances_0,Incidents_Substances_1,Incidents_Substances_2,Incidents_Substances_3,Incidents_Substances_4,Incidents_Substances_5,Sum2425_Opioid,Sum2425_Meth,Sum2425_Benzo,Sum2425_Alcohol,Sum2425_Cocaine,Sum2425_SynthCan,Sum2425_PCP,Sum2425_Unknown,Sum2425_Other,SpikeEvents_2021,SpikeEvents_2022,SpikeEvents_2023,SpikeEvents_2024,SpikeEvents_2025,yoy_change_2021_per1k,yoy_pct_change_2021,yoy_change_2022_per1k,yoy_pct_change_2022,yoy_change_2023_per1k,yoy_pct_change_2023,yoy_change_2024_per1k,yoy_pct_change_2024,yoy_change_2025_per1k,yoy_pct_change_2025,cagr_2020_2025,Opioid_2021,Opioid_2023,Opioid_2024,Opioid_2020,Opioid_2022,Methamphetamine_2021,Methamphetamine_2023,Methamphetamine_2024,Methamphetamine_2020,Methamphetamine_2022,Benzodiazepine_2021,Benzodiazepine_2023,Benzodiazepine_2024,Benzodiazepine_2020,Benzodiazepine_2022,Cocaine_2021,Cocaine_2023,Cocaine_2024,Cocaine_2020,Cocaine_2022,Alcohol_2021,Alcohol_2023,Alcohol_2024,Alcohol_2020,Alcohol_2022,MDMA_2021,MDMA_2023,MDMA_2024,MDMA_2020,MDMA_2022,Synthetic_Marijuana_2021,Synthetic_Marijuana_2023,Synthetic_Marijuana_2024,Synthetic_Marijuana_2020,Synthetic_Marijuana_2022,Crack_2021,Crack_2023,Crack_2024,Crack_2020,Crack_2022,LSD_2021,LSD_2023,LSD_2024,LSD_2020,LSD_2022,PCP_2021,PCP_2023,PCP_2024,PCP_2020,PCP_2022,Methamphetamine_2025,Benzodiazepine_2025,Synthetic_Marijuana_2025,MDMA_2025,Crack_2025,LSD_2025,Sum2425_MDMA,Sum2425_Crack,Sum2425_LSD,cagr_raw_Opioid_2020_2025,cagr_raw_incidents_2020_2025,Infographic_Link
388,KS,20,103,20103,070500,20103070500,5768,1802.50000000,3.20000000,5757,1799.10000000,330,108,72,66.66666667,265,80.30303030,84,25,7,7,17,108,27,10,7,17,77.77777778,92.59259259,70.00000000,100,100.00000000,108,27,10,7,17,1,3,1,0,20,6.06060606,0.52727273,48,51,64,62,55,50,8,23,10,4,1,5,0,0,46,16,3,9,6,1,0,19,5373,4,Small Town,0.70000000,TRUE,10.23636702,10.09163077,8.93355667,8.78590556,9.49190396,9.37440879,11.91140890,11.72420808,11.53917737,11.41196525,10.23636702,10.10010356,9.30578820,9.21735371,8.52565588,7.19728632,8.02124393,9.64570409,9.85245839,8.52510499,7.96510236,105,15,46,22,47.82608696,1.01407724,2.23898688,2.10421783,3.66833768,High Burden,3,1,19,65,46.50000000,19.50000000,19.50000000,46.50000000,0.99965782,0.00034200,99.96578200,Opioid,High Burden Opioid,4,57.50000000,52.50000000,0.91304348,Stable,3,1,1,21.50000000,400.14889260,2.74050851,13.43250000,129.69561740,130,187.00435290,188,37,53,15,0,0,0,46,16,6,9,3,1,0,37,2,4,6,4,4,5,0.82395761,11.44817052,1.62446016,20.25197308,0.20675430,2.14348587,-1.32735340,-13.47230657,-0.56000263,-6.56886491,2.04800441,17,18,23,12,15,0,11,6,0,0,0,4,2,0,0,0,0,2,3,1,2,5,4,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,1,1,0,13.89622186,0.81978185,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/f0177bb5a566415ea7503bb156c39867.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
389,KS,20,103,20103,070900,20103070900,2845,32.70000000,87.00000000,2834,32.60000000,36,16,12,75.00000000,28,77.77777778,11,3,1,0,2,16,4,1,0,2,68.75000000,75.00000000,100.00000000,0,100.00000000,16,4,1,0,2,0,0,0,0,0,0.00000000,0.63888889,6,9,8,,,7,4,3,3,0,0,1,0,0,3,4,0,2,0,0,0,4,2891,5,Small Town,0.70000000,TRUE,2.07540643,2.16236022,2.07540643,2.15692101,3.11310965,3.16634309,2.76720858,2.82169503,,,,,2.42130751,2.46820391,2.15826204,2.10660453,2.70577686,2.64313961,,,2.33854326,9,0,3,1,33.33333333,-0.43985925,-0.46933717,-0.65611832,-0.31408905,Low Burden,1,0,4,7,3.50000000,4.50000000,4.50000000,3.50000000,0.35448691,0.64551309,64.55130900,Stimulant,Mixed,3,8.50000000,4.50000000,0.52941176,Decreasing,2,0,0,1.85000000,63.99169837,1.09592835,7.22750000,27.90664069,28,40.23777665,41,0,9,0,0,0,0,3,4,0,2,0,0,0,0,0,1,0,,,0,0.59917232,28.44256305,-0.06263725,-2.31494517,-0.83736711,,-0.49599427,,1.02876502,78.54497803,2.11098804,2,,,3,5,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,3,0,0,0,0,0,0,0,0,0.00000000,3.13103065,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/0aafe390f21d4291b4dd98a1585b08d1.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
390,KS,20,103,20103,071204,20103071204,4872,640.20000000,7.61000000,4701,617.70000000,50,12,11,91.66666667,36,72.00000000,9,1,2,2,5,12,1,4,3,7,75.00000000,100.00000000,50.00000000,66.66666667,71.42857143,12,1,4,3,7,2,4,0,0,6,12.00000000,0.66000000,10,7,10,7,7,9,7,3,0,3,0,4,0,0,3,0,2,6,4,1,0,2,5015,2,Suburban,0.65000000,TRUE,1.66168162,1.72317326,1.99401795,2.04448874,1.39581256,1.46930025,1.99401795,2.04564932,1.39581256,1.45820260,1.39581256,1.45609443,1.79461615,1.83311020,1.56908465,1.84349243,1.29900077,1.89941782,1.47144459,1.26817053,1.59989667,16,5,3,3,100.00000000,-0.57439255,-0.27185521,0.26399373,-0.31408905,Low Burden,1,0,2,5,3.50000000,2.50000000,2.50000000,3.50000000,0.66976527,0.33023473,66.97652700,Opioid,Diffuse Ecosystem,2,8.50000000,8.00000000,0.94117647,Stable,3,1,0,1.65000000,32.90129611,0.78582682,12.53750000,34.71163667,35,50.04970320,51,4,7,4,1,0,0,3,0,4,6,2,1,0,4,2,0,0,0,0,0,-0.54449167,-29.53587748,0.60041706,46.22145526,-0.42797324,-22.53181113,-0.20327406,-13.81459164,0.33172614,26.15785004,-2.79466191,3,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0.00000000,-2.08516376,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/864e69ab21f940929f05a51c7de1f653.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
391,KS,20,103,20103,071103,20103071103,3103,1261.40000000,2.46000000,2952,1200.00000000,30,5,3,60.00000000,23,76.66666667,5,3,0,0,2,5,3,1,0,2,100.00000000,100.00000000,0.00000000,0,100.00000000,5,3,1,0,2,0,0,0,0,0,0.00000000,0.36666667,,7,7,,6,,4,,,,,,,,1,2,0,1,1,0,0,2,2877,4,Small Town,0.70000000,TRUE,1.73792145,1.83984665,,,2.43309002,2.51520812,2.43309002,2.50234678,,,2.08550573,2.16125300,,,2.61397287,,3.24570552,3.22378469,,2.70878848,,9,0,1,0,0.00000000,-0.33580183,-0.46933717,-0.65611832,-0.49931820,Low Burden,1,0,2,3,1.50000000,2.50000000,2.50000000,1.50000000,0.28779341,0.71220659,71.22065900,Stimulant,Stimulant Domint,5,7.00000000,4.50000000,0.64285714,Decreasing,2,0,0,0.60000000,20.85505735,0.62564221,7.19250000,15.85415890,16,22.85965237,23,4,5,0,0,0,0,1,2,1,1,0,0,0,4,0,2,3,,1,,1.28070916,65.17615926,-0.02192083,-0.67537946,-0.65335302,,0.13835681,5.38262934,-0.77617672,,,3,,1,,1,0,,2,,0,0,,1,,0,0,,0,,0,1,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/2d9f2238452f4a4b8f6d3f3e3acab329.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
392,KS,20,103,20103,071205,20103071205,3935,116.70000000,33.73000000,3844,114.00000000,21,8,7,87.50000000,15,71.42857143,5,0,1,1,2,8,0,1,1,3,62.50000000,0.00000000,100.00000000,100,66.66666667,8,0,1,1,3,0,0,0,0,1,4.76190476,0.61904762,,,,,5,5,4,1,0,0,1,0,0,0,3,0,1,1,0,0,0,1,4254,2,Suburban,0.65000000,TRUE,0.82275505,0.91975715,,,,,,,,,1.17536436,1.25216696,1.17536436,1.23349951,1.15474267,,,,,1.21877414,1.33105060,10,0,3,3,100.00000000,-0.66900378,-0.44112546,-0.65611832,-0.31408905,Low Burden,1,0,1,4,3.50000000,1.50000000,1.50000000,3.50000000,0.83953055,0.16046946,83.95305500,Opioid,Low Activity,1,2.00000000,5.00000000,2.50000000,Emerging,1,0,0,1.45000000,34.08556653,0.79984457,10.63500000,29.96956191,30,43.21224298,44,5,5,0,0,0,0,3,0,0,1,1,0,0,5,0,,,,0,0,-0.38430875,,0.33136608,,-0.01353913,,0.07487693,6.54577453,0.11227646,9.21224504,,,,2,,,,,0,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/e227f9c9584d401da15787140f29b5a0.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
393,KS,20,103,20103,071000,20103071000,4237,43.80000000,96.76000000,4168,43.10000000,39,9,6,66.66666667,27,69.23076923,7,5,5,0,4,9,6,5,0,5,77.77777778,83.33333333,100.00000000,0,80.00000000,9,6,5,0,5,1,3,0,0,5,12.82051282,0.74358974,,,6,13,7,5,6,0,0,1,0,1,0,0,2,2,0,2,2,1,0,2,4274,5,Small Town,0.70000000,TRUE,1.52082358,1.59681315,,,,,1.40383715,1.48166380,3.04164717,3.07694109,1.63781001,1.70166707,1.16986430,1.22784708,1.84077164,,,1.83163861,2.78863703,1.83878719,1.53076506,12,1,2,0,0.00000000,-0.51235530,-0.38470204,-0.47209591,-0.40670362,Low Burden,1,0,2,4,2.50000000,2.50000000,2.50000000,2.50000000,0.50000000,0.50000000,50.00000000,Balanced,Diffuse Ecosystem,2,5.00000000,6.00000000,1.20000000,Stable,3,1,0,1.15000000,26.90687880,0.71064386,10.68500000,26.75246655,27,38.57360640,39,3,8,1,0,0,0,2,2,2,2,0,1,0,3,1,,2,1,0,2,0.13950190,,0.24890861,15.72653652,0.95699843,52.24821221,-0.94984985,-34.06143697,-0.30802212,-16.75137420,,,3,2,,3,,4,2,,0,,3,1,,0,,0,0,,0,,2,1,,0,,0,0,,0,,2,1,,0,,0,0,,0,,0,0,,0,,0,0,,0,0,1,0,1,0,0,1,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/79b0051553a44dc593218acd8d3c24b2.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
394,KS,20,103,20103,071400,20103071400,4224,53.10000000,79.51000000,4030,50.70000000,39,10,7,70.00000000,32,82.05128205,9,4,2,1,4,10,4,3,1,5,90.00000000,100.00000000,66.66666667,100,80.00000000,10,4,3,1,5,0,1,0,0,3,7.69230769,0.61538461,,11,7,6,6,5,6,1,1,1,1,1,0,0,2,2,1,2,2,0,0,3,4388,2,Suburban,0.65000000,TRUE,1.48131267,1.55651975,,,2.50683683,2.55940380,1.59525980,1.66558719,1.36736554,1.43910612,1.36736554,1.43678762,1.13947128,1.19659222,1.91950735,,2.61736606,2.11973606,2.11868615,1.62225506,1.64298111,11,2,2,1,50.00000000,-0.49437672,-0.41291375,-0.28807350,-0.40670362,Low Burden,1,0,3,5,2.50000000,3.50000000,3.50000000,2.50000000,0.33023473,0.66976527,66.97652700,Stimulant,Diffuse Ecosystem,2,9.00000000,5.50000000,0.61111111,Decreasing,2,1,0,1.20000000,27.34731085,0.71643643,10.97000000,27.68991248,28,39.92528253,40,4,5,2,0,0,0,2,2,2,2,1,0,0,4,0,4,3,1,2,2,1.24980744,91.38968013,-0.49762999,-19.01262499,-0.00104992,-0.04953058,-0.49643108,-23.43108176,0.02072605,1.27760723,,4,0,1,,3,0,2,1,,0,0,1,1,,0,0,0,0,,0,2,1,1,,0,0,0,0,,0,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/b8206d05c82f4969ab2378b82f6c83be.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
395,KS,20,103,20103,071800,20103071800,6562,218.00000000,30.10000000,6570,218.30000000,81,25,19,76.00000000,64,79.01234568,23,7,2,0,5,25,8,3,0,6,92.00000000,87.50000000,66.66666667,0,83.33333333,25,8,3,0,6,0,2,0,0,4,4.93827160,0.54320988,9,17,15,14,10,16,5,4,1,2,0,3,0,0,5,2,0,5,3,0,0,2,6406,2,Suburban,0.65000000,TRUE,2.10739931,2.14695331,1.40493288,1.45864029,2.65376210,2.68724545,2.34155479,2.37525134,2.18545114,2.22235290,1.56103653,1.60543881,2.49765844,2.51811751,1.83546468,1.31271573,2.33867308,2.03920579,1.87173093,1.35859009,2.06695380,26,1,5,4,80.00000000,-0.51356709,0.01026188,-0.47209591,-0.12885990,Low Burden,1,0,2,7,5.50000000,2.50000000,2.50000000,5.50000000,0.87186679,0.12813321,87.18667900,Opioid,Opioid Domint,4,16.00000000,13.00000000,0.81250000,Stable,3,0,0,3.00000000,46.83109585,0.93753503,16.01500000,52.89952168,53,76.27428761,77,12,13,1,0,0,0,5,2,3,5,0,0,0,12,0,0,0,0,0,0,1.02595735,78.15533269,-0.29946729,-12.80500878,-0.16747486,-8.21274914,-0.51314084,-27.41531028,0.70836371,52.13962003,9.50451243,6,5,1,4,5,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.00000000,12.19551454,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/8618bf3421054612b9985aeb3c2a9fa0.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
396,KS,20,103,20103,070300,20103070300,5823,2426.30000000,2.40000000,5828,2428.30000000,157,58,37,63.79310345,112,71.33757962,41,10,6,1,8,58,12,7,1,11,70.68965517,83.33333333,85.71428571,100,72.72727273,58,12,7,1,11,0,6,1,0,7,4.45859873,0.61146497,30,20,29,29,23,26,7,6,4,2,1,3,0,0,14,8,1,6,5,2,0,9,5681,4,Small Town,0.70000000,TRUE,4.60599660,4.59468162,5.28076043,5.23805454,3.52050695,3.53929359,5.10473508,5.08050462,5.10473508,5.09571586,4.04858300,4.04721451,4.57665904,4.56709161,5.05914681,5.15453660,3.88910885,5.82866053,5.74668511,4.69121395,5.06660194,49,4,14,8,57.14285714,0.22253141,0.65913118,0.07997132,0.70467128,Low Burden,1,0,9,23,14.50000000,9.50000000,9.50000000,14.50000000,0.85145353,0.14854647,85.14535300,Opioid,Opioid Domint,4,24.50000000,24.50000000,1.00000000,Stable,3,0,0,7.80000000,137.29977120,1.60529647,14.20250000,80.32622300,81,115.82005360,116,16,29,4,0,0,0,14,8,5,6,1,2,0,16,1,3,6,5,1,3,-1.26542775,-24.54978690,1.93955169,49.87136546,-0.08197543,-1.40641963,-1.05547116,-18.36660857,0.37538799,8.00193712,-0.34354564,11,15,8,7,11,0,4,4,0,0,0,1,3,0,1,0,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,-3.03597339,-2.82144911,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/ebff0c2f202946f3be54088f22828f00.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
397,KS,20,103,20103,981900,20103981900,8551,772.40000000,11.07000000,8436,762.10000000,43,16,9,56.25000000,37,86.04651163,14,3,1,0,1,16,4,1,0,2,87.50000000,75.00000000,100.00000000,0,50.00000000,16,4,1,0,2,0,2,0,0,3,6.97674419,0.58139535,,,6,10,11,11,5,3,1,0,0,0,0,0,7,3,0,1,0,1,0,3,8939,4,Small Town,0.70000000,TRUE,0.80173025,0.84892120,,,,,0.67121602,0.71956809,1.11869337,1.15706795,1.23056270,1.26691501,1.23056270,1.25798093,3.05002314,,,3.80530975,3.45765915,3.26467180,3.32663286,22,1,7,5,71.42857143,-0.23623371,-0.10258495,-0.47209591,0.05636926,Low Burden,1,0,3,10,7.50000000,3.50000000,3.50000000,7.50000000,0.89798452,0.10201548,89.79845200,Opioid,Opioid Domint,4,4.50000000,11.00000000,2.44444444,Emerging,1,1,0,3.25000000,36.35753440,0.82607134,22.34750000,65.04048929,66,93.77999704,94,11,10,1,0,0,0,7,3,0,1,0,1,0,11,0,,3,2,0,0,-0.10502125,,1.62477379,74.51258905,-0.34765060,-9.13593431,-0.19298735,-5.58144509,0.06196106,1.89792613,,,5,4,,3,,1,2,,0,,1,0,,0,,0,0,,0,,1,1,,0,,0,0,,0,,1,1,,0,,0,0,,0,,0,0,,0,,0,0,,0,1,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/69f674ad06184c669e4a7bb724f368ca.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
398,KS,20,103,20103,071202,20103071202,4436,176.00000000,25.21000000,4418,175.20000000,33,10,7,70.00000000,25,75.75757576,8,0,2,0,1,10,0,3,0,1,80.00000000,0.00000000,66.66666667,0,100.00000000,10,0,3,0,1,0,2,0,0,1,3.03030303,0.48484848,,6,6,8,,6,4,4,0,1,0,0,0,0,4,0,0,0,2,0,0,0,4464,2,Suburban,0.65000000,TRUE,1.23207885,1.31308280,,,1.34408602,1.42781972,1.34408602,1.42039374,1.79211469,1.85334483,,,1.34408602,1.39618841,1.52897211,,1.65640880,1.72728545,1.86537590,,1.56093755,9,1,4,4,100.00000000,-0.58355189,-0.46933717,-0.47209591,-0.22147447,Low Burden,1,0,0,4,4.50000000,0.50000000,0.50000000,4.50000000,0.98504364,0.01495636,98.50436400,Opioid,Opioid Domint,4,6.00000000,4.50000000,0.75000000,Decreasing,2,0,0,1.90000000,42.56272401,0.89378910,11.16000000,35.14281482,36,50.67140647,51,4,4,1,0,0,0,4,0,2,0,0,0,0,4,0,1,1,0,,0,0.40263645,32.11399969,0.07087665,4.27893465,0.13809044,7.99465092,-0.78603176,,0.48159341,44.61907917,,1,4,,,1,0,0,,,0,0,1,,,0,0,0,,,0,1,0,,,0,0,0,,,0,0,2,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,1,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/5a9cddd58288418790e10a7d48bad2e5.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
399,KS,20,105,20105,086100,20105086100,2868,4.00000000,720.46000000,2939,4.10000000,23,4,3,75.00000000,19,82.60869565,4,1,2,0,4,4,1,2,0,5,100.00000000,100.00000000,100.00000000,0,80.00000000,4,1,2,0,5,0,0,0,0,2,8.69565217,0.52173913,,7,7,,,,4,,,,,,,,1,1,0,3,2,0,0,1,2924,10,Isolated Rural,0.80000000,TRUE,1.31098951,1.42948967,,,2.39398085,2.47645528,2.39398085,2.46384506,,,,,,,1.52601265,,2.38270974,2.28002447,,,,5,2,1,0,0.00000000,-0.58422765,-0.58218400,-0.28807350,-0.49931820,Low Burden,1,0,1,2,1.50000000,1.50000000,1.50000000,1.50000000,0.50000000,0.50000000,50.00000000,Balanced,Low Activity,1,7.00000000,2.50000000,0.35714286,Decreasing,2,1,0,0.55000000,18.80984952,0.60000000,7.31000000,15.45275520,16,22.28088000,23,0,3,2,0,0,0,1,1,2,3,0,0,0,0,0,1,0,,,,1.46279738,159.01486330,-0.10268527,-4.30960062,-1.18879964,,-0.25586991,,0.75892422,,,1,,,,2,0,,,,0,0,,,,0,0,,,,0,1,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/176c0b977ad341c49e3cab60aa7dd89c.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
400,KS,20,107,20107,955102,20107955102,2516,37.50000000,67.08000000,2595,38.70000000,37,6,2,33.33333333,31,83.78378378,5,3,3,0,3,6,4,3,0,5,83.33333333,75.00000000,100.00000000,0,60.00000000,6,4,3,0,5,0,3,0,0,3,8.10810811,0.56756757,5,9,0,8,9,6,5,2,2,1,0,0,0,0,3,4,0,2,2,1,0,4,2647,2,Suburban,0.65000000,TRUE,2.32968140,2.41239186,1.88893087,1.98787279,3.40007556,3.44490560,0.00000000,0.18945687,3.02228938,3.07919189,3.40007556,3.42525775,2.26671704,2.32290361,2.73213653,2.44112507,3.70207246,1.05259827,3.11795541,3.37680253,2.68053667,15,2,3,2,66.66666667,-0.30882023,-0.30006691,-0.28807350,-0.31408905,Low Burden,1,0,4,7,3.50000000,4.50000000,4.50000000,3.50000000,0.35448691,0.64551309,64.55130900,Stimulant,Mixed,3,4.50000000,7.50000000,1.66666667,Emerging,1,1,0,1.35000000,51.00113336,0.97838606,6.61750000,22.81085193,23,32.89030649,33,5,8,2,0,0,0,3,4,2,2,0,1,0,5,0,2,0,0,1,1,1.26094739,51.65435423,-2.64947418,-71.56732381,2.06535714,196.21513640,0.25884712,8.30182232,-0.69626586,-20.61908738,1.88877584,1,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,3.71372893,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/4cc52fdf1f3a4d67a5986d19c7f4a9b1.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
